CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
RALBP1	110282	80320	74714	76700	129643	176001	180070	104710	102435	79015	63108
RUFY3	19649	13387	16015	15096	30172	42033	36640	23840	22480	14681	103112
CNTN1	1965879	1601288	1613019	1496847	789132	1363247	1375213	722146	740396	560389	379977
SLC11A1	4290	2403	2608	1852	2337	7265	7044	3445	4449	3484	14866
WWTR1	264326	226304	234922	212856	156511	376396	372277	210287	202116	167416	219480
AGPS	128550	92760	94817	86299	138255	166003	165184	95803	97180	72713	166656
CXORF56	53075	33128	37566	40145	44825	65231	70083	40386	40113	36041	27260
ATP1A2	637	96	144	192	4217	2892	1750	1165	573	904	27833
TTC27	43721	29405	31357	31441	56974	64126	66957	38355	38759	32190	193020
ZNF582	5121	3924	2892	4409	5809	8720	9878	5545	6182	3421	17700
VSIG2	96	0	0	144	0	96	0	0	0	94	4767
PHLDB1	7917	6906	6965	6417	21361	24211	24641	13849	11547	11486	51599
MARCO	0	0	0	0	5	0	93	20	0	0	52495
CYP24A1	1333712	1263357	1260275	1135933	97941	429369	435355	260433	251072	192840	20525
PRDM11	33179	31668	28069	25085	51357	65755	66341	42371	41140	30932	139305
SYT13	279052	232114	229645	208151	72879	240138	237491	131096	135122	115515	46019
SNAI2	766	96	143	432	671	580	1132	383	383	384	3973
CD74	288	145	432	2775	433	1090	576	335	443	384	11293
HGF	3403	3409	3892	2302	293	1196	720	768	197	620	71433
ZRANB1	83107	60142	53411	57291	122349	131051	137659	79354	81190	56355	46067
NCDN	58795	47619	40967	47888	60938	75034	77560	43269	44139	37281	9802
ADGRA2	11170	10139	7748	8671	19608	25283	25781	15874	14821	11509	60706
ZFP64	60869	46306	47587	43639	91901	87248	94598	49794	48350	41867	152646
MNAT1	32706	24602	22782	27767	35730	50969	49855	28946	30702	23367	235212
SAMD4A	25814	13375	14410	13172	50941	48090	47179	28536	29004	19107	226219
RUNX3	16394	12605	10655	10060	30988	39947	34672	19526	20410	15853	65611
MRE11	43305	37808	37377	34449	44638	62370	61058	36463	35852	26487	78331
PLEKHB1	2860	2317	2452	3009	1241	2062	1516	1460	1387	1718	16642
SERPINB1	235707	162205	165590	184104	160257	266034	279966	149322	153678	128108	9675
CYP3A43	0	0	0	0	0	0	0	0	0	96	38090
SLC7A9	239	144	576	280	1567	3155	2607	1245	1749	1906	39258
SPAST	59783	41055	44658	44858	76608	82185	89738	53699	52994	40895	94027
NRXN3	382	528	463	505	48	192	0	96	144	48	1697918
OSBPL5	13011	13816	12788	13122	21528	20645	22212	13584	12196	12748	79624
AQR	202253	155364	158298	148413	157791	245278	252645	140819	144258	108122	118058
CPS1	130630	103641	113769	113070	4219	61111	60073	30594	29281	25297	201426
C8B	0	0	38	0	0	0	0	0	0	0	36931
FHL1	37256	25091	26069	26816	117335	104697	105830	56879	51339	45340	64658
RTFDC1	188685	128772	121097	133153	139367	204552	207481	113817	116211	99074	50865
GABRA1	0	0	21	0	22	0	0	0	0	0	52919
NLRP2	102410	84230	82689	79771	96139	150817	154457	88353	83009	66055	48013
SLC45A4	342391	256870	255028	253492	341298	698527	722684	405753	410273	337420	101140
RNF10	516081	322935	324239	336383	558145	564813	568028	329528	331070	284749	44115
ZNF839	29402	22212	20803	23588	28953	45213	45978	23732	24274	25523	25326
ZDHHC6	78279	54248	51850	55781	70927	120801	122597	75820	74414	58795	22490
GRAMD1B	504149	479433	488440	425392	240818	419567	414859	217725	223505	166615	269347
RNH1	372894	245844	244429	242100	480065	568546	562720	313935	314601	345445	12789
NDUFS1	222518	164282	165278	165403	167810	274543	273782	166054	158417	125691	44787
RB1CC1	191672	126071	129163	125062	289020	406755	417822	228348	242531	163001	123388
ERP44	258489	139023	140705	154773	310477	408400	400931	230932	223570	204707	119862
ALAS1	125834	101948	97586	95310	121509	158016	155290	88940	85751	70000	16242
BIRC3	44482	30774	32783	32631	148558	118537	120169	72269	82316	50139	21954
AKAP11	138730	107161	115893	91972	137170	222631	220875	124868	129314	79580	51115
GLRX2	37103	22082	25824	28862	36449	51014	49353	28322	29592	23375	9647
SNAPC1	48526	26973	30042	31634	45081	52942	57381	36813	32642	29623	34072
DERA	81891	54563	58966	62027	75920	85418	90080	47317	46525	45305	126111
STRAP	481188	316657	315970	326185	454135	572453	588327	328247	329930	275716	21088
ABCC2	1355320	1085617	1082840	1003536	2453115	3535570	3601017	1981108	1987793	1378711	69461
DEF6	669	96	111	189	143	399	192	405	488	288	23920
PLEKHO1	1891	2719	1434	1207	3302	4447	3392	2094	2294	2286	15538
GCLM	363892	236275	240432	253106	634140	742970	741757	434521	443036	342750	24252
UBR2	85347	59662	57400	53075	90486	122551	121627	72928	71959	50135	129443
EHD2	314489	245767	241771	225085	337579	473304	487840	256695	252036	240631	29792
DEPDC1	36499	32003	29172	29531	10450	22312	24507	11498	10462	10061	23070
CCDC28A	25978	19773	18294	18378	36169	53151	58118	29297	30258	21693	19811
RRAGD	40646	28666	27973	29390	108155	150903	150714	89756	86611	68407	47635
HSF2	17171	13279	11423	10571	25104	27256	29589	16145	15241	14398	33574
PHF20	93866	70489	70523	65006	87033	138482	133269	80261	79316	54659	178408
HSD17B6	3676	3489	3586	3439	1529	2526	2479	1073	1249	1405	35630
NR1H3	30660	25832	26436	27577	32745	58145	57872	30237	33193	31977	20733
TYMP	21148	11510	13716	18092	33717	109415	114196	67250	63167	71210	4305
NCAPH2	40382	31696	31770	28430	25200	36299	33350	20298	21512	19939	15257
TOMM34	89103	64079	60602	66191	83075	102949	110315	61139	60073	50061	18357
SEC63	256358	143000	145266	166026	289391	360750	370095	210063	209281	166585	90434
KPNA6	147970	127327	122736	109146	157349	234649	235032	137359	136184	97678	68531
VIM	1127608	820235	808447	818136	2249520	1762105	1788037	1009956	1012858	873981	9335
RTEL1-TNFRSF6B	62405	49707	51465	44497	24235	32098	31491	18148	18076	17200	39385
FAS	15673	10960	10887	11345	22664	34470	36753	21279	21043	17731	25204
RNASET2	20740	17242	17297	18434	23206	32589	32995	19782	19898	19095	27688
CD44	714814	614862	602314	578554	719289	2319891	2344943	1319675	1312772	1020550	93533
KCNG1	15689	10221	9373	10761	56825	47330	47984	27376	25412	27509	19474
AGPAT4	10720	7556	6877	8562	22180	19755	24281	11943	12461	8791	144083
SLAMF7	1463	1088	764	1581	6928	10893	11452	6412	6360	4931	15765
BTN3A1	21049	13854	12897	14994	14569	23546	25598	14078	12906	11104	12980
MIPEP	37444	24186	26178	23772	34104	46332	50221	26635	29050	23667	159231
PRKCH	15371	13160	11581	10666	46759	76743	79868	47223	46447	35564	363418
INSRR	0	0	0	74	0	96	0	0	40	35	18956
IFNGR1	96028	67373	62932	78012	126080	214446	220193	131001	124118	95084	21966
B4GALT7	72569	51719	48197	52602	55331	80742	78974	42638	40303	38020	10248
SH2D2A	2403	1725	2162	1259	2231	2249	3311	2577	1438	2476	10620
VRK2	61588	39483	38961	39560	86774	94568	98106	54470	58431	45941	252270
TNFRSF1B	96	140	192	96	911	570	288	96	568	480	42226
VEZT	211436	146638	141664	151071	243081	262870	273104	157834	149702	112760	85045
POU2F2	1234	1101	925	972	2963	2519	3299	2540	1538	1560	110476
BRD9	55318	42911	46020	42422	43839	65536	62920	35088	34919	24898	42534
SNX1	208978	155790	160623	151682	193416	301012	296423	161955	164593	130484	51968
TBPL1	24925	15299	15514	14872	33279	36628	35263	23177	20399	20096	38263
ARNTL2	37351	28420	32233	30272	92637	60739	63580	37880	36315	28305	92436
BCLAF1	228550	156827	161790	162729	199488	363343	348574	201181	204068	157636	33225
SLC39A9	287143	228716	237082	217853	255793	382594	397840	220085	229975	179465	64374
ANK1	5114	6762	5756	4427	3569	8703	11773	5267	5726	3723	243543
IBSP	0	0	0	0	0	0	0	0	0	0	12855
TFB1M	15733	10343	11040	11478	14560	18308	19986	12345	12325	11452	56985
RABEP1	163957	117593	123402	117103	305557	381623	393887	226294	223600	162049	103548
HMGB3	186753	142848	140430	136352	274230	602961	606264	354367	343808	288399	10267
NUP160	163872	132750	127819	115668	106349	171160	181448	95318	101450	72415	70469
BAK1	27353	19332	18980	19594	27812	31751	31199	16345	16616	14780	7747
MUSK	141	0	0	48	0	67	0	0	0	96	132850
IKZF2	4781	4160	1823	2374	2142	3384	4080	1453	1682	912	152737
GRN	448388	331696	329277	327030	676088	1055254	1038278	596250	603313	548186	8017
FAM13B	74900	45590	50864	53071	77134	129374	136059	76215	76196	49659	114002
ARHGAP31	3642	3179	4246	2490	16148	10425	11258	6876	6504	4395	126342
CENPQ	11949	7832	6825	8799	7765	10748	9710	5040	6283	5472	29730
SARS	363076	197782	202235	239287	442555	590810	600305	353046	354204	299318	24252
RANBP3	63737	49236	50142	47292	68777	80033	77911	45293	44671	44045	62004
ARID4A	60727	41398	42852	44391	47711	64930	64631	39230	37053	28233	75503
EIPR1	72528	51940	56678	49949	70749	90900	87646	46802	49059	45052	188958
PNPLA6	112400	98736	95142	81851	130140	151591	163667	89660	86887	86584	27761
IFT88	31137	20069	21242	22183	33123	38441	37960	22408	22618	15884	124369
ALG1	79365	55803	57175	50947	103880	151478	146971	80867	81026	81007	53420
ZCCHC8	84851	59923	61787	59164	93491	108643	104143	62029	55737	43359	29474
ABCF2	161107	135704	138615	125330	167780	203354	202856	118678	118927	100910	19394
CHPF2	90138	73649	79274	70097	116185	123877	122849	73505	68426	58197	6339
LRRC7	403	236	643	196	330	510	260	219	192	254	583548
FUT8	61269	50492	50679	42419	54832	118265	112362	60848	64494	48058	333530
UBA6	92092	61935	65327	65145	92121	105180	115437	66574	65037	45894	88528
GAB2	25086	18964	20153	19452	45557	58386	62288	34408	33942	20484	203052
ATP6V0A1	279862	205960	193171	186246	465359	558005	559114	340381	334529	265284	63768
PIAS1	81340	65391	62860	60485	99592	139427	152794	87519	83033	59966	144425
SLC4A7	164454	115384	118611	106134	147630	196363	202826	113342	111331	74049	111700
APBA2	51214	49392	50291	42832	71621	73246	77669	42004	41062	37344	233833
MAP2K3	81929	57227	58791	57035	136343	124141	127806	72826	73461	65300	30569
EFCAB1	0	0	0	192	0	0	96	0	23	0	24523
TMSB10	1567150	958920	969725	1063859	1518523	1550683	1530977	807434	829367	839025	1051
ASTE1	11833	8773	8124	9304	16037	24266	22549	13893	13849	9449	13775
RNF19A	179291	132797	133013	133127	183780	376255	386148	214868	227671	156144	79159
PEX3	12581	9176	9547	9286	13185	22022	19040	12704	11188	9522	39204
GABARAPL2	93452	61766	63969	69518	108364	174316	170521	98361	102240	79740	11531
MYOC	0	0	0	0	0	0	0	20	0	0	17267
SH3YL1	23723	16466	17306	15079	33024	71088	74775	39660	35774	27335	48669
FAM136A	95554	66265	70464	75940	111492	153005	158851	93369	90534	74795	6116
VCL	266244	217969	229461	191177	423136	476586	474275	264726	255805	194865	126171
DEPDC1B	18337	12583	14066	15504	5263	7813	7986	3049	3984	4935	103279
DAPK2	4520	4455	2941	4271	15022	22349	25071	13494	13941	10232	164998
NSMAF	101099	73781	65979	66669	178844	229194	234118	135702	133485	96776	76341
ADSS	128585	81723	86228	90272	217833	250874	248647	154349	151287	115890	43641
STAP1	0	211	0	0	0	96	0	0	0	0	48610
TIMP2	272940	211251	217797	194919	739148	911807	905411	524164	541532	391740	72411
RFC1	73219	46247	49283	51441	60340	101511	103225	63479	58417	44871	78920
TBC1D23	73174	46638	48264	47678	55552	90351	91696	52192	54654	42394	64252
CUL3	135826	95617	95132	99499	161643	192866	202386	108483	115923	95639	115248
MYOM2	8045	6519	6553	6962	6053	12450	13964	6567	6899	5854	120513
OTC	0	0	0	0	0	0	0	0	0	0	68906
CYP46A1	0	286	192	96	0	363	191	192	48	0	42998
ZZZ3	74568	56056	56728	55165	94705	141623	146467	86875	81301	61599	121004
SLC18A1	0	0	0	0	0	22	0	20	36	29	38352
USP2	622	1280	384	599	2333	1150	1487	1003	766	575	26512
CASR	0	0	0	0	0	0	0	0	0	0	107947
TUBG2	50604	33943	37721	31039	34890	52362	51972	25715	27691	26906	7702
RPL26L1	33399	20558	20179	21394	30759	48281	52354	26632	27638	23467	11043
FLT4	5179	3671	4137	4080	7145	5756	5471	3100	3715	2848	48119
NSUN2	203081	142043	148631	147462	213524	268380	267080	148016	156376	128431	34053
FBXO42	47469	31195	31898	30313	83017	83394	90659	51595	52407	41645	105616
MFAP3	40198	35516	33306	32726	46985	83421	90559	50395	49434	30750	181573
MRI1	27452	19134	20203	16235	23853	39697	42851	23551	20112	21422	9751
METTL1	64130	42508	44481	42659	52147	57997	59842	32044	33020	27085	4323
HOXC8	4812	4180	3757	3059	7487	7206	5549	4499	4054	3493	3257
AGA	45040	36624	32506	36797	57306	105106	116741	64207	64508	54909	11734
PI4K2B	32431	23382	24070	24624	18683	33997	30651	18982	18953	15920	45118
BOD1L1	175102	158163	157743	144354	130828	214715	224165	124592	123958	78742	58986
MAT2B	124836	79284	82531	86439	118223	168589	164531	97459	97057	72192	16223
TLL1	336	191	671	552	2110	76	288	0	144	96	230638
EDC4	125217	103461	108660	93144	118667	155899	158666	88441	85011	74019	11481
TRIO	205936	183531	185136	147319	451016	458165	452400	247360	258859	159050	388427
VCAN	91312	74520	80676	74486	2870	77449	87503	44776	46360	31115	110839
CLEC16A	67656	51314	54364	48643	62382	75402	72251	43522	45049	33872	237702
MSR1	23	0	0	78	127	0	21	0	0	24	459613
CDH1	255838	173061	170057	163386	101990	395497	395152	199006	209037	167874	98324
SKIV2L2	187917	122023	123133	128824	149805	208717	207423	121110	122133	97038	117822
DNAH5	6551	5026	4617	5189	19884	24927	24578	14473	12749	7785	254213
ZFYVE16	87505	69597	75411	68487	97381	128262	138614	78377	80723	50724	71338
RIPOR1	73823	59206	59699	54997	91683	86290	82201	48032	50605	40183	28371
C6	96	20	0	0	48	0	0	0	0	0	119205
RAI14	116350	70608	71167	74263	192067	290901	287079	156447	156283	119177	176391
SOX30	0	0	96	95	0	96	400	192	288	0	45802
PNKP	104331	76037	75888	71293	94509	121707	119561	65715	63610	64001	18470
BEST2	0	4	48	115	144	163	158	192	0	48	6757
PHLPP2	60839	46604	52434	47838	72117	108096	104842	58747	55467	36204	86867
SPDL1	76422	48399	50690	51400	29240	42408	41419	21702	22168	17856	21145
STAU2	76876	56356	61246	55087	77965	100857	104929	64809	64300	40419	327340
PQLC2	30554	23256	23596	23735	63803	71959	71080	36906	40676	35954	16975
CTNS	56889	42135	41754	36904	112792	159158	167050	88039	93814	73126	25075
RTN4R	10480	8221	8113	7530	31465	24914	24957	13253	14915	15623	41832
PHF23	80455	52216	55300	56879	111718	142315	149650	80875	84551	75349	4695
CDH10	0	96	0	96	2250	482	901	671	288	576	157879
INPP4A	43721	44333	42742	32719	66367	91217	85264	55546	52352	37119	149537
RAB27B	554634	417873	440576	436783	226201	444462	461365	245148	250278	178444	177657
PSMA4	310482	212918	218335	242325	310838	378402	390820	229925	233187	202768	12015
MYO16	1043	1166	676	889	528	1440	1260	1033	757	384	611856
LSG1	119213	88450	83541	75485	99939	147335	155329	88534	84808	77519	31690
PARP3	23769	19935	17551	18837	17157	23577	26137	13992	14429	14183	6523
TNC	4410	2382	1808	3668	3646	6791	7361	3752	3597	3485	98680
THAP3	56227	42566	43364	39151	60423	72383	76568	38579	40061	44275	10721
RIPOR3	283	375	377	95	384	499	514	558	697	203	105421
TDP1	25737	19869	19173	21667	17494	24228	26959	14376	14123	13089	89830
AIFM2	174110	118856	120264	122750	237744	374738	358812	215718	210933	187893	34712
C2ORF83	96	0	0	0	0	218	394	275	303	87	38517
SPATA7	24779	16533	18135	19451	30833	32408	36000	20919	22451	17814	85427
MED17	41281	30468	31078	32330	44338	63151	58315	36985	35593	31524	30737
RETSAT	132910	96018	98764	103078	173009	263528	270837	152111	154051	129517	12533
CAPG	111251	84318	77854	78771	80061	41057	44446	22310	22603	25169	23685
AP2S1	157421	113581	120949	114896	125844	205848	212678	114236	110687	112102	12857
USH2A	0	68	0	0	131	213	240	96	46	0	800503
ZPBP	0	0	0	0	0	0	0	0	0	0	270909
TG	432	719	497	573	1055	2515	2567	1104	1538	672	267946
ADAM28	15546	12331	11200	11901	23144	7050	8665	3805	5051	3931	64979
BARX2	192	0	0	336	96	48	48	0	0	0	76340
DCUN1D1	60398	46719	40968	43787	75507	90385	98314	60819	58098	45463	47880
JADE2	201057	173040	178721	156511	239175	367080	363287	201560	202812	167342	58919
ZIC2	20261	12536	12119	15611	45496	48115	49594	28876	28362	24926	5002
LCP2	96	0	0	0	0	0	0	96	96	0	51991
TRIT1	35810	21357	21957	25766	32935	57645	58668	31359	33636	28553	42490
ADRB1	1725	757	893	960	5938	2905	3210	1613	2437	1671	2853
GUCA2B	2422	1341	1884	1666	0	0	96	0	96	0	2404
CUL7	78318	60065	57123	51561	61655	86902	89643	47315	45014	45883	16329
CTNNA1	750307	526129	523009	512538	1003355	996570	1005919	553091	568590	429931	324068
PHKA2	68467	58126	54272	50667	58837	93770	96744	49419	49779	39810	92299
CNTLN	24005	19493	18231	18480	32673	35876	40266	25261	23185	16474	368942
EPHA3	0	0	0	0	0	0	47	0	46	0	374611
HSPA5	7834289	3485713	3468639	4253239	10477554	12472101	12614882	6803703	6836372	5964389	6478
DSG2	416109	298660	296916	283785	503444	460495	476119	263497	263394	169109	50966
GEMIN8	21650	13997	13726	13039	21479	26205	29573	18916	16194	15761	21615
OFD1	56505	36433	38810	38501	61003	108486	116658	58688	61848	53254	34609
GPM6B	2422	2142	1998	1720	2247	2913	2702	2661	2250	1067	167608
MAGEC2	0	0	0	0	0	0	0	0	0	0	2946
PREX2	189	95	96	0	0	20	0	0	70	0	284913
WDR37	34675	24885	25355	25522	31191	61717	60972	30977	34882	25932	82760
YTHDC2	102576	81254	80041	75503	96570	132833	136599	75503	81505	56368	81603
CTPS2	38566	31458	34883	31860	43940	57597	53971	32281	30260	25217	124934
ATP6V1H	68453	47632	47304	48905	92134	138962	139095	80637	74045	66524	128002
POLR2B	183119	141535	142814	131989	217323	290350	296769	168788	169458	131257	53447
FAM214A	95186	71457	79540	76004	117021	216041	212940	115414	124632	84004	128501
ARAP2	7552	4985	6102	6232	22573	7068	7423	4831	4546	3546	296289
TPR	390991	310956	307158	291171	336221	479639	473068	265616	276585	193972	64042
CP	342445	244039	238935	257162	307152	1068258	1058120	537872	547487	336330	59646
KIAA0556	72662	60590	66074	57891	108497	137211	144150	81658	81100	59221	230237
DTNBP1	17036	10531	11813	12963	27610	27610	24939	18183	17854	15813	140258
XK	10724	7517	6137	4821	12089	16102	13174	7912	9095	6906	46372
ANO2	0	0	0	0	0	20	0	0	26	0	414364
C12ORF4	50862	31094	37354	35977	35156	45491	42048	25217	25821	20827	50781
SCML1	38681	28121	27268	24490	36514	77095	70901	40753	41223	28363	17540
WWC3	216043	155363	151323	140692	331191	449631	463260	245950	249320	201967	128917
ARHGAP6	96	0	96	48	96	0	0	22	118	0	528159
FAM184B	7622	5031	5247	6266	8571	11973	12263	7234	6566	5278	152207
MAP4	405557	286632	277195	271512	714824	731545	747153	399135	408603	300853	238583
GOPC	119647	74204	79668	85762	96966	176909	187370	103696	104580	77595	42274
ROS1	4417	4469	3523	3242	192	1771	2769	1010	1434	621	137556
USP28	52029	42184	42655	39004	58977	84556	88611	52027	48948	32877	77697
HDAC9	3027	1949	2278	1920	12846	4774	4860	3725	2752	1513	915468
TSPAN17	76140	62897	57990	59891	125909	139522	134424	78347	82775	76324	11668
NOP16	110782	83663	79436	80639	123034	162341	163677	97075	94447	93997	5038
CC2D2A	29684	25095	23534	24759	39080	62268	59093	36022	35162	29169	131693
RRM2B	90763	64233	60837	62035	108846	165444	172161	102918	104151	75658	34617
ZNF800	40368	31957	35516	30610	54466	76706	74612	42772	43719	30522	85135
TNFRSF17	0	0	0	0	0	0	0	0	0	0	2962
SNX29	17682	16778	16644	14294	22836	36282	36539	22385	19861	14028	597553
LMO3	944	816	689	1170	1725	1323	1332	1186	912	690	62222
MRPS10	60465	38179	35331	37947	66248	92992	88155	51527	50999	46332	11065
GUCA1A	0	0	0	86	0	0	0	0	6	0	24651
RSF1	87972	59449	65873	59713	117899	137788	150228	85208	79172	56533	161022
VPS13D	89290	75372	76067	59670	92770	149455	148760	79688	78701	50304	281981
CELF2	96	96	0	272	240	48	116	96	0	219	538279
FAM120A	596243	455566	448156	403680	584214	873691	866493	483214	486773	385104	114386
R3HDM1	91136	65225	69166	65607	85901	111845	108145	58268	60266	45384	193816
COL9A2	91	362	0	96	0	288	96	21	0	0	17330
KITLG	64214	50284	52798	48878	114588	159517	165374	92144	99076	60335	88059
ERCC8	29242	21379	20479	21482	31680	44119	44918	28460	27515	19821	71243
ADAMTS6	672	441	1005	624	96	288	288	310	398	144	333185
H6PD	145580	124329	129235	124354	167359	289799	270679	151528	158058	137225	36563
VAMP3	118545	83293	83019	86184	131827	185920	189799	104420	113838	88313	10164
PER3	7004	6747	4882	3857	15711	17318	17503	10375	10387	7160	60858
UTS2	1248	750	333	336	2723	2369	1802	1164	1056	1289	10430
TNFRSF9	1364	1002	1087	526	22366	20417	19828	10537	11011	10421	27272
EPN3	2315	1761	1173	1239	996	1770	2271	994	1444	830	11208
LTBP1	107582	91585	96017	82595	42006	56425	63749	33036	34155	22961	452538
