CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
GCNT1	91117	124560	221494	148717	254410	439198	189821	275414	147836	140512	87567
LCE2D	0	0	303	100	0	0	0	0	0	0	1264
SESTD1	110341	160304	107519	193661	206516	125727	60015	79216	27542	101336	163099
LCE3B	0	0	0	0	0	0	0	0	0	0	288
FNBP1	185175	367540	248369	236710	271094	380300	341183	376583	224390	254224	156008
DYNC2H1	32702	27682	10347	27839	12487	47259	28519	24553	9426	15648	370433
KRT12	404	590	936	24	355	12403	7301	9989	9532	6638	5908
MAGED4B	8811	29165	3959	29094	15850	19347	15273	13211	11489	55476	7422
BCAM	394769	145219	128801	274215	328884	273211	239068	145965	100028	148631	12362
RSBN1L	206529	126824	166689	113408	129476	204732	137983	137607	73906	117061	86580
NPSR1	45154	154	395	0	104166	27	0	201	868	401	220094
WDR86	35453	71401	54701	80651	54547	80143	44623	54643	38861	57223	34819
EPOR	22289	32251	24007	34454	33214	22177	26142	15268	11317	18776	7138
FAM9C	29	32	101	0	56	25	36	202	504	0	9065
KRTAP9-8	0	0	0	0	0	0	0	0	0	0	960
CIDEC	4633	11182	1383	6927	12663	12561	5412	6384	6815	19008	13544
DCC	1791	3801	0	1308	442	2596	1196	1053	1106	1072	1195732
TAF9B	84372	79563	65374	78583	65132	68392	48611	43728	24180	42914	9959
PCDHB13	3558	6459	17507	11738	10073	21564	12241	14574	9441	16796	5061
MAGI2	10685	15252	16442	18081	15466	33047	16672	20735	9709	13142	1436518
LUZP2	870	907	555	401	207	11225	16610	13689	15210	7212	585662
LHFPL3	7800	239	8602	941	216	9937	2981	3683	4165	1415	578577
CHP1	665872	552333	840208	781871	836858	2226545	1084152	1865534	1294529	1175033	51052
FPR3	143560	310370	106357	294355	221306	183054	52277	124972	40087	42164	31027
HIST1H1T	0	0	0	0	0	0	0	0	101	0	718
C11ORF96	51847	204230	38165	138942	438167	125663	51543	176300	88132	68522	18997
KCNJ11	22820	13300	21536	29106	12488	8090	8510	5587	3662	25181	3473
CDHR4	0	0	110	1241	484	199	161	202	189	0	9104
COL4A1	3029893	4599763	1501487	7764080	3825613	681573	279932	451972	235377	799347	158187
PLEKHG7	4293	2304	3848	1764	1970	11889	4630	8975	4166	5394	50994
GJA4	48131	55980	26521	115913	59471	39940	24258	12897	11700	24884	2750
PTMA	8437885	6971217	5783578	7855866	7372477	7662142	5256701	5787918	3333010	5710453	6647
HYPM	101	0	101	0	0	0	0	0	0	0	501
HSPA14	166506	116054	123337	159908	123168	140684	87588	97844	60554	81559	33578
ATP13A5	4	9	28	23	202	248	804	0	0	341	104054
SIRT7	130319	161675	183829	299563	248902	384263	404642	397354	284569	408163	9385
PRR27	233	0	0	82	0	0	0	0	0	0	43184
IFT140	125256	119870	69364	115217	131111	110507	167348	104173	59320	141177	101684
POTEG	467	123	206	1261	346	407	233	610	193	433	31856
PRAMEF10	1037	4070	0	147	0	0	0	0	0	100	5375
AGMO	135123	83420	164028	129997	92657	15350	2492	12643	15285	1137	361698
SBK2	43	0	0	202	0	0	0	0	0	54	7357
CYP26C1	402	1385	202	679	202	769	202	29	23	0	8729
TLR5	13641	40178	9051	29632	32258	29946	17635	16434	10774	11713	33877
USP7	1534700	895721	857928	832884	1062136	1056001	871550	752297	462704	775278	72421
NANOS3	689	2339	433	192	453	1010	399	581	0	21543	18695
FOXD4L3	503	747	422	0	202	202	126	31	101	413	2039
NHLRC1	6167	12144	6685	20723	11058	15081	15391	9761	7194	13740	2248
DPPA3	0	0	0	0	14	0	0	0	0	0	6106
COX8C	0	0	0	0	0	66	199	0	0	0	1166
PLEKHN1	5567	24075	8847	35940	57716	5902	5326	5874	3280	11726	9369
ZNF385C	9516	4019	17933	14309	12854	8143	8598	5670	3663	13428	72904
MAGEH1	78393	82158	40070	67070	70510	86693	44887	48483	23693	39305	1462
TET3	272120	246512	288650	376737	243468	317066	316680	277733	161230	195191	121773
ZNF286A	70022	40033	20611	55675	27788	42232	37835	23113	13561	22297	21211
ISG15	47388	175748	77299	139443	62485	192049	43475	65197	78996	394579	13404
EXD3	53251	51014	114412	78349	102084	149836	197225	162001	139806	243718	116367
OR5W2	0	0	0	0	0	0	0	0	0	0	933
MYMK	0	0	14	578	170	0	0	0	0	254	14027
C17ORF97	23486	6060	3995	20257	25159	23143	18314	44012	30108	43817	20736
ZKSCAN4	26967	32073	18352	38515	29960	44999	34697	20064	17925	23435	7602
RGPD1	94434	45660	78076	95196	69145	19796	8626	38261	6481	3751	106024
DHRS4L2	139883	108469	136142	140240	204691	266296	173640	116627	110718	127718	36535
SAMD11	55158	65885	51306	65751	59273	75810	50601	61263	33476	78324	20654
PERM1	1308	4716	2206	4459	5456	1610	1719	347	613	2878	6890
VMAC	27398	26138	25917	30260	27669	47178	40341	40473	27733	26551	5996
C5ORF52	3544	449	3925	2647	3803	7145	10102	7708	2841	4694	8591
HAPLN4	11856	6891	5452	12155	7917	1504	2324	2285	2300	2632	7156
ERC2	1156	934	27	1447	1569	2662	778	202	361	234	960056
B3GLCT	36701	40807	39125	59708	44047	54237	26428	32539	20101	40643	132341
SPRY4	149089	229428	257649	319604	410355	246799	175959	174274	122302	187969	16029
ERAS	264	0	0	263	101	202	272	0	0	202	3626
TRPV2	52813	135407	46056	132963	120085	102764	46029	73473	33759	55215	21462
AMTN	0	0	0	0	0	0	0	0	0	0	14203
CXORF67	30	157	202	30	0	0	0	202	119	0	1929
AC112484.1	23269	17782	12223	24875	17522	16476	13217	11350	6957	20763	61457
C2ORF88	19595	24911	15733	14296	33281	604208	382111	447045	319803	332010	323876
OR2T27	0	0	0	0	0	0	0	0	0	0	5691
TMEM203	109178	150742	156329	153045	162596	176946	159699	157732	118288	194275	1557
SLC18A3	0	0	0	0	0	1839	404	401	631	227	2420
KBTBD12	10296	16643	24331	169	9123	20451	51817	17007	11357	37863	72440
THSD4	55253	91550	219828	96453	151248	220021	255072	222331	106472	158394	686432
DNAJB13	1552	751	299	866	0	1396	294	574	222	378	20048
GABRD	4302	5042	3282	21471	13351	1876	1212	1108	1301	5844	11461
AMY1C	200	1168	202	0	708	1265	282	404	202	805	8285
TCEA1	473127	228804	212148	410103	267936	252286	184386	150447	96343	117491	55978
NHEJ1	137503	88543	108792	74648	134388	199560	246906	171080	98634	222751	85549
FANCA	279576	224884	196865	184577	160896	198371	177028	159652	96337	165806	79109
SECISBP2	288841	275189	376528	305369	322130	408977	355033	288857	175519	304648	41157
OR52B6	202	0	0	0	176	0	0	0	0	0	1008
C9ORF153	95	2	0	0	3	16	0	202	38	1	39393
SSX7	0	0	0	0	0	0	0	0	0	0	10811
ADH1A	2110523	1407936	2602074	1413545	836378	36437	12132	21016	11595	5966	14662
SEMA4D	162264	309966	131881	288515	232123	224156	137297	230188	101439	220964	137344
KRTAP10-8	0	0	0	29	0	0	0	0	47	0	876
LIN28B	0	2	0	0	37	205	0	0	0	0	146717
FAM69C	265	1138	2278	3047	1173	1903	1392	305	240	396	23846
DNAH17	27617	14363	7837	18143	26390	12260	11143	7976	6271	11006	153698
MCRS1	306807	226067	235254	376622	275204	382751	278698	278349	184799	343051	11610
TMEM72	13626	5818	1967	1711	1648	107689	211007	97366	41679	113921	25803
FANCM	31422	17796	21465	25362	13526	28161	16941	16348	7661	11902	64951
FAM205C	0	404	53	0	0	138	0	43	85	0	6715
ZNF70	13823	19025	9604	24703	15816	29564	21229	18833	11970	17750	12415
CARD9	92495	62145	29687	81347	58615	46355	21709	41730	31598	71532	11779
PEAR1	35121	60078	37020	62503	58351	60301	47581	36923	34614	35416	22737
ZFP69B	20379	17112	7176	16652	9444	11659	3958	3598	3506	5309	13617
TMEM202	0	0	0	0	0	0	0	0	0	0	9757
SOWAHD	8864	17099	10991	17628	16974	24603	12653	25219	19965	20682	1552
ZFP69	20153	23594	9797	27497	16663	24334	18192	15041	9622	16349	19129
HELT	0	0	29	54	0	0	0	0	29	0	1964
RTL4	764	806	358	672	0	0	0	0	0	0	2613
TMEM220	178266	81026	165218	87724	115890	134300	103234	109904	89764	76896	31302
C2ORF78	301	0	201	0	0	0	0	0	0	0	32959
HIST1H1C	33042	49502	74378	35868	142758	125523	99401	135770	116490	139087	642
PLSCR3	83756	117394	54980	196379	131406	72611	60086	55434	46822	77845	5117
EIF4EBP1	225769	152848	131187	344004	150842	98166	82375	85445	43065	113347	30025
P2RX2	303	1365	826	36	25	14204	2553	2781	2760	550	3607
ASCL4	0	606	196	0	0	231	808	0	0	0	2260
OR6C75	0	0	0	0	0	0	0	0	0	0	6305
CCDC157	42593	46366	26268	53102	49723	58224	35931	41397	24686	39215	22024
TTC24	2043	11546	1571	2588	101	2676	622	3034	892	2748	7044
FAM122A	63885	95378	100225	93457	129355	117859	84775	90297	49615	75459	4575
PALM3	167263	74945	82275	140744	48323	7703	12597	5196	2462	78260	5795
GFRAL	0	0	0	0	0	0	0	0	0	0	75025
FYB2	48371	29427	42179	43758	24254	1188	4192	2117	1557	803	100893
SHISA7	268	0	826	101	198	503	214	477	180	63	14124
LRRC74B	0	101	0	261	0	206	136	275	0	288	18209
DMBT1	37912	65935	9685	526382	5715	2828907	446683	424365	355036	521664	83072
CLEC17A	1579	9257	1305	1945	1025	7316	1507	3455	2129	6494	28074
OR51I2	0	0	0	0	0	0	0	0	0	0	7196
LCN10	1168	4701	1066	2558	1339	20337	6220	7156	3433	9709	5190
LDLRAD2	215877	330658	149086	560281	293995	254631	216282	204798	229962	434463	12957
C2ORF66	0	0	0	224	0	229	606	502	0	273	5275
OVCH1	0	217	196	150	707	601	150	0	404	280	85213
ARHGAP11B	57158	41122	57099	68009	27654	45955	45168	41821	13940	29050	148500
CYHR1	331078	197176	191148	367693	190551	244368	309566	248414	180650	379534	16096
COL14A1	383223	641392	183368	358232	120536	851410	419221	345395	253165	151266	312257
DNER	0	202	316	386	964	11426	7581	5117	3215	3128	356930
CPSF4L	4280	2770	2803	2996	3708	2705	3618	2782	2286	3077	13904
KLHL17	35616	53519	22687	64765	49899	40049	55132	41821	25183	44337	5129
ZCCHC13	0	0	0	70	43	0	0	0	0	0	842
PLA2G2C	57	658	119	116	0	202	278	605	202	202	16172
ZSCAN23	404	1273	1845	1658	681	5627	3721	2135	338	572	11573
RINL	71564	74954	40590	64801	94526	42913	27424	38006	21839	79663	10446
C17ORF99	277	440	150	1960	116	488	200	0	33	1835	19825
OR7D2	0	233	28	378	489	5247	397	287	95	101	9839
TPRG1	15054	18960	22324	15887	12810	4692	3337	2638	1893	2319	378091
SNHG28	38133	76580	23682	78797	80190	41380	30313	23497	13619	23322	20874
MORN2	33738	27333	23655	63389	30311	34895	31486	20158	13996	49261	53111
RTP5	201	1411	0	0	277	401	39	0	913	909	4224
S100A3	3669	5451	35	12699	4837	1445	1098	1577	765	3326	2044
UBQLN2	200855	248779	161759	292423	250170	224188	182184	162601	97338	208474	4230
RILPL1	37691	48852	30476	74725	48924	37488	24534	22898	14626	30263	63665
C19ORF67	390	301	0	225	499	1163	1776	368	604	1065	4257
ZNF490	30604	26325	21406	21798	27154	29924	15085	19933	11730	19733	62138
CLCN1	101	3615	3100	3529	432	629	1553	590	851	6016	35958
NRN1L	1200	707	2162	1253	828	864	1769	1677	858	2616	4051
NWD1	1872	4867	6551	26207	4612	8304	23986	6412	2201	10183	97988
ARL4C	147503	504360	130537	382403	366591	137242	89246	220616	77784	90917	4013
RNF133	0	197	0	0	303	606	270	0	101	0	1445
TMEM221	417	908	568	1322	403	1524	1262	1358	884	1321	13059
TREML4	230	0	0	303	0	0	0	0	0	404	10559
RAB42	21875	52009	27355	26825	46567	21908	12395	24418	13484	9905	3244
WNT7B	1727	6233	668	17070	19580	139	525	218	34	580	56768
C11ORF95	321652	166394	203644	185176	223556	123469	105339	91828	50171	112094	8884
SCGB1C1	0	0	0	0	0	0	101	181	0	0	1494
PRSS45	4682	1170	1599	761	877	0	424	254	0	484	2664
PLA2G4E	5531	1793	5372	2040	3036	390	1805	732	202	1313	69609
GPR89B	102910	74656	74414	99916	72222	86345	59579	49881	35185	61607	65129
MESP2	1730	743	5028	1377	395	8857	6094	6099	7263	5791	18164
FAM25A	0	1077	202	149	692	0	0	0	0	0	4425
EYS	6949	9513	9458	9522	11314	10259	9780	7741	5087	5788	1987246
C6ORF132	122537	180591	138879	477195	387905	321544	240526	194474	167165	336620	41502
DAZ1	0	0	0	483	0	0	195	0	0	301	69740
OR2AG2	201	0	0	661	226	0	0	0	0	202	6351
MAPK12	200845	174443	114149	210120	230013	226210	280397	224752	179109	281453	16376
TMEM215	0	0	202	41	226	202	202	27	0	403	3901
NUTM2G	3132	4558	5152	2187	2170	3760	3305	2093	1850	8301	11944
COL4A5	9955	35488	9378	16822	18391	100076	52003	78309	28162	33658	257702
KRTAP10-6	0	0	0	202	0	0	0	43	0	0	1238
AGRN	708718	1305686	1101613	1827092	1877221	667856	845267	736451	617881	1251103	35996
NHS	85616	38115	50299	107233	26552	47899	48026	22028	6754	30328	360575
OTOG	143	0	404	297	0	0	0	27	202	1085	99778
FAM166A	39392	24368	26502	26641	39163	54523	36305	31957	18248	64547	4187
TMPPE	14623	22535	10064	16293	13171	29035	14659	16780	11054	11519	6381
ZNF626	8047	16998	14532	13021	15917	11379	6239	11235	4316	6345	41536
HEPACAM2	4540	895	3449	3674	1565	270255	605202	362879	211119	172816	37939
SMTNL2	21471	2156	1982	8020	404	2499	1984	1206	1951	3105	24321
ZC3H6	52839	51668	47518	42104	30618	53225	43572	33174	23762	28659	64470
LAMTOR4	295843	267479	333227	221668	297824	494406	599774	405789	311318	721444	7038
PRKAR1B	387394	206394	195707	218431	341699	206206	210133	170674	115593	212403	178454
NUTM2B	3721	6460	7378	9032	4738	6717	9361	8911	8330	11217	11455
NCR3LG1	158562	74911	146284	42218	95757	67645	79846	40456	15769	25164	25616
DCUN1D3	92341	106208	46396	117252	98921	69829	46416	51022	28650	57614	45460
POTEE	68474	70565	45247	162122	114538	100210	44911	72124	47035	77653	47212
AD000671.1	104778	102523	73121	139634	117759	160560	110742	109923	73503	196167	8842
ZNF793	3231	10530	14520	6643	13196	30335	24997	17475	9832	22528	41824
TUBB4B	1592517	1343962	1395258	1565658	2360874	2160888	1757283	1788060	1002915	2564831	2495
AGAP4	43658	27139	34299	41627	31429	47485	38726	23086	17680	28893	28282
COMMD6	329909	330211	230915	362648	440778	320711	246750	181783	141623	428107	24221
PLA2G2A	115660	183104	141794	468444	168483	910383	518803	101444	68065	302426	4986
IL17REL	584	1529	807	647	229	2009	1961	2034	3044	6838	18147
HYKK	12126	6350	17808	19685	11274	16142	11863	9229	8532	8683	29809
OR7A5	64	119	147	91	555	462	171	16	69	114	11035
C15ORF62	20637	9810	11324	18834	28133	14903	19877	11194	4071	13300	2370
RUFY4	7638	5539	2968	5401	3233	5061	2656	2759	1675	1742	55622
ZNF383	31002	30494	33365	33196	43651	55298	44515	37630	31524	35316	30813
HES4	11513	25281	37087	38666	53390	28068	40016	34232	18044	35273	1211
IGFL1	0	0	0	202	3616	0	0	0	0	0	1492
ZNF669	19273	18857	16271	29099	20792	18916	13844	12047	8154	12626	4411
PEAK3	2511	5653	710	2574	3850	2830	1664	7916	3127	3139	7555
LRRIQ4	3337	1925	4509	810	3073	7946	2137	7082	3123	6711	15854
CENPP	82265	65153	54984	78964	54870	54670	38884	37899	24550	62114	295050
PLSCR1	304027	533024	357022	588223	655638	846965	344670	436509	264618	473752	29685
C3ORF62	30838	37317	28324	34987	37776	55005	40017	31774	26397	34939	9308
ENO4	4765	1465	2626	4463	2378	4431	3300	2243	1980	2760	62277
ZNF559	46912	40700	38610	45880	49917	56465	43363	40209	22713	24106	27391
SBK1	33003	64440	15920	25470	7142	12076	16145	11075	4708	12690	31331
OR6C6	0	0	0	0	0	0	0	0	0	0	2582
BSPH1	0	0	0	0	0	0	0	0	0	0	24125
SLC38A3	586117	306364	1257400	485583	419998	1541	1320	2208	749	3326	16241
OR6N2	0	0	0	0	0	0	0	0	0	0	6983
GTF2F2	239021	174629	127056	172983	219399	137384	88528	80878	46594	171038	164395
FAM92A	65184	76239	44956	92133	81337	63772	30580	28984	15540	57128	32967
FOCAD	258736	165137	83715	138727	188281	206310	135135	146538	79118	166566	337647
PRR19	56614	35833	25357	49075	42827	29644	25813	19091	12784	48773	8724
ZP3	22276	12102	41475	13808	19834	16551	27053	16401	13749	33674	44554
C10ORF99	267923	225295	182487	4206	177716	2343601	1030131	939510	617828	883529	11557
H3F3C	11253	17252	30732	41989	36807	23516	24155	27925	15740	28582	1057
IFNA2	0	0	0	0	0	0	0	0	0	0	1135
JAKMIP3	1811	2817	700	1106	929	2594	3205	2360	1609	1515	80139
PPP3R2	0	0	0	0	202	605	199	404	0	202	3407
PDCD1	7630	28521	7479	13022	8658	5588	3991	5127	4002	12987	9028
CLEC2A	0	0	0	0	0	0	0	0	0	5	33709
GPR21	0	202	202	0	605	1007	656	604	202	427	1170
TCTEX1D4	461	689	1123	1129	1825	813	642	1150	852	1335	763
SELL	35651	228302	41705	63021	32199	48182	17015	16795	16049	37732	21032
MAGEB5	0	0	0	0	0	0	0	0	0	0	2102
CHM	133644	154223	92260	126056	145803	160202	92377	85325	45017	72599	186383
NANOS2	0	0	0	0	0	0	0	0	0	0	1657
BLOC1S5	90478	76938	53648	109551	66513	77381	57774	54965	38238	57906	50848
CERKL	35304	41549	14269	46077	18937	43991	23022	36622	15502	22713	143990
SLC24A5	5697	5471	2574	1009	5082	7831	7343	7689	2998	3730	21701
IER5L	62208	159165	93020	260828	195620	44743	47962	32463	28640	114101	2711
H2AFX	216980	207814	104065	234742	158559	119755	120268	147687	80705	268351	1614
INSC	403	1206	497	1910	290	27780	13589	22386	11744	14588	134785
SERPINA5	709932	538587	915787	538026	556901	6788	4314	5287	2962	5024	31679
C19ORF54	71804	65476	55588	97716	65946	85709	86549	84337	59087	96375	10698
LCTL	18417	8878	12949	20566	8483	7009	7480	5868	4458	6311	18801
NCCRP1	1204	2513	0	1914	3499	1975	805	1695	1685	13993	4924
KRTDAP	0	0	0	0	0	151	0	0	0	202	8235
COL25A1	11135	10438	7216	4604	6362	3412	2081	1007	738	194	491937
FAM83G	248381	229799	208897	358660	378323	342242	393065	438403	284107	412793	36016
CFAP77	188	202	46	202	0	42	0	191	0	78	163275
SRSF10	698207	554087	470553	647999	499876	523328	420513	358075	192290	323327	16124
HBA2	12569	26687	12654	15567	51415	120105	108247	104666	77278	50509	864
DUSP28	27608	24450	24733	25008	21213	31700	33236	26692	19000	23732	3961
C15ORF52	168866	145057	68379	180762	187360	178189	371799	231797	298835	79575	9516
NBR1	1293851	821190	1189349	1234179	1528702	1617739	1237507	1239944	817420	1171930	41209
OR2G6	0	0	0	0	0	0	0	0	0	0	19265
RALGAPA2	699451	417311	404214	463026	1027578	716950	419363	371181	240376	538622	322937
NDOR1	80199	80353	89796	110522	50584	89530	101251	96209	64011	101469	11325
FBLL1	4261	217	1168	3391	2543	6221	555	8792	957	1288	1519
NKAIN2	230	1010	606	1024	303	3837	606	0	404	0	1021517
KRTAP1-1	0	0	0	0	202	0	0	0	0	0	903
PAQR9	30878	15325	23653	25245	18515	35	146	52	0	0	14519
CLEC20A	285	0	168	1051	52	455	160	303	265	627	20388
CFAP54	199	2780	202	1187	1534	6225	3256	2374	1622	1194	385985
CLN3	476935	283566	424345	257315	302174	659359	947910	662516	493148	1009319	21465
FAM72B	21948	21329	9149	32513	4572	7321	3495	6409	2212	4303	17894
ASAH2	22168	14547	17783	22165	23699	21281	21737	10045	4805	8202	65833
SUMO2	590833	607480	503498	1048569	709845	660379	467215	424710	271116	401275	17398
NANOS1	4832	3282	1574	5348	2298	2872	1963	1397	1013	2228	4017
HMX3	37	101	161	75	3130	5213	2159	2950	2120	537	1780
IGFL3	76	1001	95	0	0	0	255	0	0	202	4604
GOLGA8M	13098	4650	6539	5849	4693	1952	1166	1431	574	312	36431
ZNF177	9729	6310	7072	5939	7463	10440	11126	7917	2961	5775	19598
RTL6	192407	228022	173321	280201	278952	259830	196213	206775	130699	216804	5727
DPYD	123601	212475	246472	203444	240638	198547	90759	110283	68851	47806	843307
S100A16	381132	579619	310263	1331614	874285	712669	555323	565345	507294	857448	6260
PTAR1	231707	193114	227262	159864	177952	289723	252668	155152	82759	127238	50438
CC2D2B	2772	4567	2213	4176	3819	4090	2640	1740	541	1627	125082
RNASE9	0	0	0	0	0	29	0	0	0	0	4839
SAXO2	3298	1488	2604	2537	876	1758	2230	1558	1314	1331	22121
RHCE	3620	4989	2900	3455	2776	5028	3751	3537	3478	3335	67944
C2ORF80	10	0	0	0	0	0	402	202	0	0	24731
IDO2	6129	5599	20900	493	592	1311	202	404	840	1879	81778
PARVB	276788	144182	119669	233442	265413	83010	40051	60465	30114	216442	173739
SLC4A5	18049	15695	15227	23175	28413	24695	18908	14697	11160	19754	127173
UROS	207409	171622	145639	163762	132861	117055	90307	95551	40714	110036	38269
OR56A5	0	0	0	30	0	0	0	0	0	0	1318
KRTAP24-1	0	0	0	0	0	0	0	0	0	0	1650
ZDHHC9	608338	504772	520424	933741	777508	392897	276187	268820	217514	597363	40622
ZBED6CL	97086	80138	156759	68100	119389	47485	58950	39626	34926	42313	2933
QRFP	1495	533	5497	1222	3261	3938	2848	2309	1545	4124	4111
DUPD1	0	0	0	0	0	0	0	0	0	53	20679
SMIM15	325339	269492	427137	372544	457620	566250	331580	333368	219197	320628	4766
OSTN	281	237	0	268	0	202	113	47	80	144	66375
VWC2	0	465	0	201	0	3968	9175	6968	7318	4041	148290
FAM221A	71289	30534	83258	11888	46815	50343	42827	39805	23507	37605	23120
TMEM120B	141298	168790	103254	183539	323287	427397	205689	310531	194002	359218	70250
FSIP2	2756	1472	479	3731	5563	158376	54309	125352	102384	36877	94396
RBM34	190759	160291	172324	264796	222884	200270	153705	125535	90667	155354	30275
NOXA1	46141	32802	134876	64060	74207	134619	190211	138835	96128	166683	11057
TMEM198	32891	27091	17531	24603	55354	15745	12611	19961	10512	44139	6933
BCL2L15	58272	123342	140666	182479	137562	638142	291087	323797	279387	287899	9380
FZD9	909	1847	362	1941	9587	1726	1195	1006	1405	806	2338
SPRED3	5837	8579	3470	18753	14549	4203	3872	922	603	4525	11167
OPTC	0	233	0	1186	0	0	0	0	0	24	14722
PLET1	138	243	0	0	324	202	244	0	0	100	12382
ADRB3	605	327	0	303	3529	1277	606	1212	1399	1309	3975
SKOR1	992	1732	3011	1203	2503	2631	2519	2841	2670	3016	14858
CATSPER4	0	0	0	232	0	202	0	188	202	0	12408
PRELP	76830	361805	120184	127681	538144	286136	144763	108186	76124	76610	15525
PLA2G2E	0	101	0	519	0	0	24	0	0	0	3609
ZNF548	41585	45151	42462	51811	62148	55883	41351	37738	22277	31684	13143
MTF1	95781	161578	80831	163668	168962	209800	144690	160726	88606	113444	50054
TMCO2	0	101	0	0	0	0	33	0	0	14	5745
SHISA6	7481	806	823	13708	1288	34894	5550	4240	1355	2217	322801
TMEM201	92873	91948	39588	106988	45406	54405	53219	46654	29041	62288	25952
NHLRC3	158442	204648	165848	166494	159791	144426	150653	112304	83369	136080	11804
HMX2	0	0	0	0	35	2398	1781	1748	1142	503	2551
SNTN	404	262	3534	785	123	1152	1767	398	562	222	26353
ZDHHC11	65405	20405	98670	25353	28895	47150	23045	28969	4211	11931	55381
CALHM6	17273	87098	21267	29995	26879	90448	9807	35266	16859	29678	2410
CNR2	1195	4998	1563	2144	491	3047	3433	4218	2711	5984	42837
SLX4	86109	73776	50777	88621	40898	54868	45035	44488	26651	57653	30418
GLRA4	201	1335	198	419	58	15035	4208	8096	5450	6550	21432
ENTPD8	18846	15856	36697	39706	35972	301591	426997	480711	303697	480126	7453
RPL14	1816845	1751326	1610035	1726184	3757365	1908120	1585509	1341807	905778	1200263	11296
BEND4	1152	4614	1142	1449	1845	7934	3679	3226	3127	2308	41941
FAM78B	6141	12275	2678	26222	14795	13846	8383	6838	5910	2527	109544
ZNF563	21823	16236	22236	13694	18211	11350	12908	7351	7265	15278	16244
TMC3	2647	1704	2117	2580	2683	2550	2009	2140	655	1163	42997
FBF1	57936	47459	38320	151367	33153	43434	38631	34106	19876	48238	31567
KLRG2	32007	401	1110	9661	804	0	4252	404	0	1522	31023
ASTL	878	202	200	580	2779	605	3740	432	1135	1578	14587
MSL1	567547	434044	533544	699552	498677	525351	536062	466759	294281	424901	14619
AC099489.1	4367	14905	2613	13894	10456	18784	6056	7308	6065	11832	163744
LRRK2	50472	84516	69270	66120	47797	59358	23119	30202	17781	24647	172542
BSX	0	0	0	0	0	0	0	0	0	0	4151
GJB3	39066	154000	44958	165886	375576	22134	70690	18283	7873	91294	5181
FAM196A	618	682	417	635	1113	902	1124	1594	2155	461	60733
TRMT2B	135232	124662	114992	155095	83442	147171	99105	99974	60584	144541	42771
HACD4	28633	51762	12325	31121	30316	77846	32511	50902	19832	26668	32122
CFAP126	16467	18161	25698	20049	17838	26246	15071	14367	10247	16911	3144
NYX	4	0	0	0	0	104	200	27	28	33	28277
FAM120AOS	186771	195920	324110	288080	324024	607067	417505	511493	291999	339433	7099
UTS2B	13426	24126	18615	34832	24919	22030	13590	28117	17142	17157	63369
C9ORF152	211817	100817	229157	179336	245455	486482	489643	300509	214887	341137	18142
NOC2L	634291	642620	448033	758721	779569	574737	459519	399527	243642	488736	15106
MSANTD1	1915	2156	1539	1250	255	1920	1570	1734	197	1227	27370
AADACL3	0	0	0	0	0	0	0	33	0	0	12645
NELFB	313719	345521	375162	413323	447802	430564	456705	405606	290006	590157	18374
SLC15A5	0	225	101	0	0	0	0	0	0	0	89201
LIPI	0	0	26	103	0	87	0	29	0	0	102079
LRRC66	4029	13639	13929	27206	25389	215335	62331	81770	76972	64849	23919
ZNF292	203582	151223	124763	237818	215822	250847	185889	204328	95432	129473	111364
HUS1B	27	398	0	459	0	591	534	295	141	478	1025
KCTD21	111670	123888	78224	118255	127127	73261	62038	42881	38592	58708	17574
SBSN	204	1394	595	465	1007	0	230	202	0	202	4985
ADAT2	86041	60488	45172	68074	60380	54269	61203	29995	16289	33536	27842
KIR2DL4	0	4162	363	501	713	10462	8734	8045	6351	5092	10983
MAGEB16	0	0	0	0	0	0	199	0	0	29	5394
VHLL	202	78	448	0	0	0	0	0	0	0	676
DUSP21	0	0	0	0	0	417	0	202	1212	0	885
ZNF567	23781	19508	26591	21322	33878	28607	17449	12761	13296	13105	40090
NDUFA4	928107	651295	653488	1113477	708483	655380	423338	434300	257576	717015	8306
ANKDD1B	15917	12118	25057	9335	4344	40408	19853	26867	15057	9391	60388
ALKBH2	103443	69027	70359	93865	73415	43876	44663	21931	20493	49058	5444
RNFT1	80280	104058	94078	164379	106826	131345	82133	71973	52619	75592	12522
RNF222	0	225	101	223	252	431	176	403	202	388	7123
CGB5	0	301	0	2187	1622	77	0	101	0	101	1428
RELN	196183	279470	248998	127613	153281	74877	22246	20962	26968	11765	517733
FAM111B	151545	97235	118539	82810	38345	47544	22381	28292	7664	42206	20226
APOD	48328	18494	7386	40989	18812	71130	26874	33909	41733	32886	15504
H1F0	2386234	2438489	1641231	1077153	4000634	2037156	2484335	2299447	1262830	2251743	2344
GAGE2A	0	0	0	0	0	0	0	0	0	0	7299
LITAF	748070	1102291	560381	836465	1029554	2121995	800505	1231501	658309	1156929	88660
VSTM1	1108	673	403	1711	1758	2616	689	961	403	0	23129
TMEM120A	224813	205864	261996	189505	192422	359407	249042	320883	276687	365455	7823
ARID2	165269	139816	152873	182942	156421	198773	131484	130238	70162	93626	178376
FAM25G	0	201	0	0	101	292	347	0	0	0	4475
SF3B3	1842818	1034076	886711	1163904	916874	694003	505326	431808	251597	638526	53883
